Message,event_type
Подготовить контент и товары для запуска.,task_create
Предоставить инструкции по управлению сайтом заказчику.,task_create
Обеспечить регулярное обновление контента и товаров.,task_create
Провести обучение персонала заказчика по управлению сайтом.,task_create
Предоставить техническую поддержку и мониторинг в течение первого месяца после запуска. Планирование и анализ требований: ,task_create
Провести анализ конкурентов и составить SWOT-анализ.,task_create
Определить ключевые метрики для оценки успеха проекта.,task_create
Подготовить документацию по техническим требованиям.,task_create
Создать спецификацию по безопасности данных.,task_create
Определить необходимые интеграции с внешними сервисами.,task_create
Дизайн и макетирование (для Ольги и Дмитрия): 55. Разработать макет страницы оформления заказа.,task_create
"Подготовить макеты страницы ""О нас"" и ""Контакты"".",task_create
"Разработать макеты страницы ""Политика конфиденциальности"" и ""Условия использования"".",task_create
"Создать макеты страницы ""Благодарности за заказ"" и ""Спасибо за регистрацию"".",task_create
Доработать дизайн иконок для социальных сетей и мессенджеров.,task_create
Разработать дизайн email-уведомлений для подтверждения заказов и регистрации.,task_create
"Разработка фронтенда (Иван и Елена): 61. Реализовать систему управления изображениями товаров (галерея, увеличение изображений).",task_create
"Разработать страницу ""404 Not Found"" и страницу ошибки сервера.",task_create
Добавить возможность сравнения товаров в каталоге.,task_create
Разработать страницу отзывов и комментариев к товарам.,task_create
"Разработать функциональность ""Поделиться товаром в социальных сетях"".",task_create
"Создать страницу ""Подарочные сертификаты"" и реализовать функциональность их приобретения.",task_create
Добавить возможность авторизации и регистрации через социальные сети.,task_create
"Разработка бекенда (Алексей): 68. Разработать систему управления статическим контентом (блог, новости).",task_create
Создать механизм обратной связи с формой обращения.,task_create
Разработать механизм рассылки email-уведомлений и новостей подписчикам.,task_create
Добавить возможность восстановления пароля.,task_create
Разработать систему обработки возвратов и обменов товаров.,task_create
"Реализовать функциональность ""Сравнение цен"" для разных поставщиков товаров.",task_create
Интеграция и тестирование: 74. Интегрировать систему аналитики для отслеживания поведения пользователей.,task_create
Провести тестирование производительности сервера при большой нагрузке.,task_create
Отладить и оптимизировать запросы к базе данных для ускорения работы сайта.,task_create
Провести тестирование интеграции с социальными сетями для авторизации.,task_create
Провести тестирование кросс-браузерной совместимости для старых версий браузеров.,task_create
Оптимизация и доработка: 79. Разработать механизм кэширования для ускорения загрузки страниц.,task_create
Оптимизировать скорость работы системы поиска товаров.,task_create
"Добавить функциональность ""Сортировка товаров по популярности"".",task_create
Разработать механизм автоматической генерации карты сайта для SEO.,task_create
Провести A/B-тестирование различных версий страниц для оптимизации конверсии.,task_create
Реализовать систему уведомлений для администраторов о новых заказах.,task_create
Запуск и поддержка: 85. Провести финальное тестирование перед запуском.,task_create
Запустить сайт на выбранном хостинге или сервере.,task_create
Подготовить и разместить файл robots.txt для поисковых роботов.,task_create
Настроить систему резервного копирования данных сайта.,task_create
Создать план регулярных обновлений и улучшений сайта.,task_create
Обеспечить мониторинг доступности и производительности сайта.,task_create
Предоставить техническую поддержку заказчику по запросу. ,task_create
Оценить потребность в масштабировании системы в будущем.,task_create
Провести анализ требований безопасности и создать план обеспечения безопасности.,task_create
Разработать план реагирования на инциденты и восстановления после сбоев.,task_create
Подготовить регулярные отчеты для заказчика о ходе проекта.,task_create
"Дизайн и макетирование (для Ольги и Дмитрия): 97. Создать макеты страницы ""FAQ"" (Часто задаваемые вопросы).",task_create
"Разработать макет страницы ""Корзина"" с подробной информацией о заказе.",task_create
Доработать дизайн email-рассылок для маркетинговых кампаний.,task_create
"Разработать дизайн страницы ""Результаты поиска"".",task_create
"Создать макеты для страницы ""Политика возврата товаров"".",task_create
Доработать дизайн элементов для версии сайта на планшетах.,task_create
Разработка фронтенда (Иван и Елена): 103. Разработать страницу для отображения акций и скидок.,task_create
"Реализовать функциональность ""Подписка на новости и акции"".",task_create
Разработать страницу с формой обратной связи для пользователей.,task_create
"Создать страницу ""Отзывы о магазине"" и реализовать добавление отзывов.",task_create
"Добавить возможность сохранения товаров в ""Избранное"" для пользователей.",task_create
Разработать страницу с условиями доставки и оплаты.,task_create
Разработка бекенда (Алексей): 109. Реализовать систему управления акциями и скидками.,task_create
Разработать механизм отправки email-рассылок подписчикам.,task_create
Создать систему обработки и анализа данных о пользователях для маркетинга.,task_create
Разработать систему для обработки заявок на возврат товаров.,task_create
Реализовать механизм управления и администрирования сайтом для администраторов магазина.,task_create
Разработать систему отслеживания и анализа ошибок и логов сервера.,task_create
"Интеграция и тестирование: 115. Провести интеграционное тестирование с внешними системами (платежи, доставка).",task_create
Проверить работу системы аналитики и отчетности.,task_create
Провести тестирование на нагрузку для определения максимальной производительности.,task_create
Тестировать работу системы с разными версиями операционных систем.,task_create
Оценить устойчивость сайта к DDoS-атакам и создать план предотвращения.,task_create
Оптимизация и доработка: 120. Разработать механизмы кэширования данных для ускорения загрузки.,task_create
Оптимизировать работу системы поиска и рекомендаций товаров.,task_create
"Добавить функциональность ""Отслеживание статуса заказа"".",task_create
Реализовать возможность оставлять отзывы о товарах.,task_create
Внедрить механизмы автоматической проверки цен на товары у конкурентов.,task_create
Разработать систему уведомлений для клиентов о статусе заказа.,task_create
Запуск и поддержка: 126. Запустить систему мониторинга производительности сайта.,task_create
Создать план регулярного резервного копирования данных.,task_create
Провести обучение персонала заказчика по администрированию сайта.,task_create
Подготовить инструкции для пользователей по размещению заказов.,task_create
Организовать и провести официальное тестирование сайта перед запуском.,task_create
Разработать систему обратной связи и оценки удовлетворенности клиентов. Продолжим декомпозицию задач:,task_create
Планирование и анализ требований: 132. Провести анализ пользовательского опыта и интерфейса.,task_create
Определить список необходимых технических интеграций с внешними сервисами.,task_create
Разработать план обеспечения безопасности для обработки платежей.,task_create
Подготовить документацию по рекомендациям по улучшению производительности сайта.,task_create
Оценить потребность в резервных серверах и создать план их использования.,task_create
"Дизайн и макетирование (для Ольги и Дмитрия): 137. Разработать макет страницы ""Карта сайта"" для улучшения навигации.",task_create
Доработать дизайн элементов для версии сайта на мобильных устройствах.,task_create
"Создать макеты для страницы ""Сравнение товаров"".",task_create
"Разработать дизайн страницы ""Поддержка и обратная связь"".",task_create
Доработать дизайн элементов для улучшения юзабилити сайта.,task_create
"Разработать макеты для страницы ""Специальные предложения и распродажи"".",task_create
"Разработка фронтенда (Иван и Елена): 143. Реализовать функциональность добавления товаров в ""Избранное"".",task_create
"Разработать страницу ""Управление подписками на новости и акции"".",task_create
Создать страницу для отображения истории заказов пользователей.,task_create
"Реализовать функциональность ""Отправить товар другу"" с возможностью скидки.",task_create
Разработать механизм сортировки и фильтрации отзывов о товарах.,task_create
Создать страницу для отображения рейтинга и обзоров товаров.,task_create
Разработка бекенда (Алексей): 149. Разработать систему управления контентом для новостей и блога.,task_create
"Создать механизм управления динамическими параметрами на сайте (цены, остатки).",task_create
Разработать систему сбора и анализа данных о поведении пользователей.,task_create
Реализовать механизмы автоматической генерации отчетов для администраторов.,task_create
Разработать систему управления рекламой и маркетинговыми кампаниями.,task_create
Создать механизм рассылки персонализированных предложений для клиентов.,task_create
Интеграция и тестирование: ,task_create
Проверить совместимость сайта с различными версиями операционных систем мобильных устройств.,task_create
Провести тестирование на соответствие требованиям к адаптивности (responsive design).,task_create
Тестировать интеграцию с системой отслеживания аналитики и конверсий.,task_create
Оценить производительность системы при одновременной работе множества пользователей.,task_create
Провести тестирование совместимости с различными браузерами и устройствами.,task_create
"Добавить функциональность ""Поделиться отзывом о товаре в социальных сетях"".",task_create
Разработать механизм отправки уведомлений пользователю о скидках на избранные товары.,task_create
Внедрить систему управления учетными записями для корпоративных клиентов.,task_create
Создать страницу для отображения статистики о продажах и посещаемости сайта.,task_create
Разработать систему уведомлений администраторам о новых заказах и обращениях.,task_create
Подготовить и интегрировать систему слежения за инцидентами и сбоями.,task_create
Создать механизм реагирования на негативные отзывы и обращения пользователей.,task_create
Разработать механизм мониторинга доступности сайта и его состояния.,task_create
Обеспечить регулярное обновление контента и товаров на сайте.,task_create
Провести аудит безопасности сайта и внедрить рекомендации по улучшению.,task_create
"Иван Петров, подготовьте отчет по продажам за 3 квартал к 1 декабря.",task_create
"Мария Сидорова, проведите анализ рынка для нового продукта к 15 января.",task_create
"Алексей Орлов, разработайте медиа-план на следующий год к 10 февраля.",task_create
"Ольга Жукова, подготовьте предложения по продвижению новой услуги к 1 марта.",task_create
"Петр Лебедев, проведите сегментацию клиентов компании к 20 марта.",task_create
"Анна Кузнецова, разработайте анкету для исследования рынка к 5 апреля.",task_create
"Сергей Попов, проанализируйте результаты рекламной кампании к 15 апреля.",task_create
"Юлия Соколова, подготовьте план мероприятий для продвижения бренда к 1 мая.",task_create
"Виктор Романов, разработайте систему скидок для постоянных клиентов к 10 мая.",task_create
"Елена Савельева, проанализируйте потребности целевой аудитории к 20 мая.",task_create
"Александр Логинов, разработайте концепцию вирусной рекламной кампании к 1 июня.",task_create
"Кристина Беляева, проведите оценку удовлетворенности клиентов к 10 июня.",task_create
"Игорь Волков, разработайте план продвижения в социальных сетях на следующий квартал к 15 июня.",task_create
"Наталья Куликова, проанализируйте ассортимент продукции конкурентов к 20 июня.",task_create
"Павел Никитин, разработайте анкету для опроса клиентов к 1 июля.",task_create
"Людмила Журавлева, спланируйте рекламную кампанию в интернете на следующий месяц к 10 июля.",task_create
"Анатолий Петухов, проанализируйте рыночные возможности нового стартапа к 15 июля.",task_create
"Галина Сидоренко, разработайте маркетинговую стратегию компании на следующий год к 20 июля.",task_create
"Василий Орлов, спланируйте участие в отраслевой выставке к 1 августа.",task_create
"Екатерина Лазарева, разработайте программу лояльности для клиентов к 10 августа.",task_create
"Светлана Аникеева, проанализируйте потребительские предпочтения целевой аудитории к 15 августа.",task_create
Алексей Жуков подготовьте предложения по оптимизации сайта к 20 августа.,task_create
"Олег Смирнов, разработайте концепцию брендбука компании к 1 сентября.",task_create
"Ирина Васильева, спланируйте проведение фокус-группы с потребителями к 10 сентября.",task_create
"Сергей Логинов, проанализируйте эффективность маркетинговых инвестиций за полугодие к 15 сентября.",task_create
"Валентина Петрова, подготовьте план digital-продвижения на следующий квартал к 20 сентября.",task_create
"Антон Сидоров, разработайте сценарии видеороликов для YouTube к 1 октября.",task_create
"Николай Орлов, спланируйте e-mail рассылку потенциальным клиентам к 10 октября.",task_create
"Марина Жукова, проанализируйте пул инфлюенсеров для сотрудничества к 15 октября.",task_create
"Павел Лебедев, подготовьте отчет о проделанной работе в области маркетинга за месяц к 20 октября.",task_create
"Анна Кузнецова, разработайте лендинг для продвижения нового продукта к 1 ноября.",task_create
"Сергей Попов, спланируйте запуск таргетированной рекламы в соцсетях на следующую неделю к 5 ноября.",task_create
"Юлия Соколова, проанализируйте репутацию бренда в сети к 10 ноября.",task_create
"Виктор Романов, подготовьте предложения по повышению узнаваемости компании к 15 ноября.",task_create
"Елена Савельева, разработайте funnel продаж для интернет-магазина к 20 ноября.",task_create
"Александр Логинов, спланируйте создание контент-плана на месяц вперед к 25 ноября.",task_create
"Кристина Беляева, проанализируйте аудиторию сообществ компании в социальных сетях к 1 декабря.",task_create
"Игорь Волков, подготовьте план PR мероприятий на квартал к 10 декабря.",task_create
"Наталья Куликова, разработайте концепцию вирусного видео для YouTube к 15 декабря.",task_create
"Павел Никитин, спланируйте запуск контекстной рекламы на январь к 20 декабря.",task_create
Проанализировать эффективность проведенной в прошлом месяце рекламной кампании в интернете и подготовить отчет к понедельнику. Ответственный - Анна Иванова.,task_create
Разработать несколько вариантов сценариев для нового видеоролика до конца недели. Поручаю это Екатерине Сидоровой.,task_create
Мне нужны идеи для улучшения имиджа нашей фирмы к следующей планерке. Попросите заняться этим Алексея Петрова.,task_create
Провести сегментацию клиентской базы по заданным параметрам в течение 5 дней. Отв. Сергей Орлов.,task_create
"Подготовить предложения по проведению вирусной интернет-кампании для нашего нового продукта ко вторнику, 3 марта. Поручаю это Нине Кузьминой.",task_create
"Нам нужно проанализировать репутацию нашей компании в интернете к понедельнику, чтобы понять направления для улучшения имиджа. Попрошу заняться этим Петра Жукова.",task_create
Разработать концепцию программы лояльности для постоянных клиентов в срок до 1 апреля. Исполнитель – Ольга Смирнова.,task_create
Мы планируем провести email-рассылку с акцией для привлечения новых клиентов. Нужны варианты текстов писем к понедельнику. Поручаю это Василию Логинову.,task_create
Провести анализ потребностей нашей целевой аудитории и подготовить рекомендации по оптимизации ассортимента к 10 мая. Ответственная – Анна Петрова.,task_create
Нам нужно спланировать создание контент-плана на летний период к следующей планерке. Поручаю это задание Юлии Волковой.,task_create
Проанализировать эффективность проведенной в прошлом месяце рекламной кампании в интернете и подготовить отчет к понедельнику. Ответственный - Анна Иванова.,task_create
Разработать несколько вариантов сценариев для нового видеоролика до конца недели. Поручаю это Екатерине Сидоровой.,task_create
Мне нужны идеи для улучшения имиджа нашей фирмы к следующей планерке. Попросите заняться этим Алексея Петрова.,task_create
Провести сегментацию клиентской базы по заданным параметрам в течение 5 дней. Отв. Сергей Орлов.,task_create
"Подготовить предложения по проведению вирусной интернет-кампании для нашего нового продукта ко вторнику, 3 марта. Поручаю это Нине Кузьминой.",task_create
"Нам нужно проанализировать репутацию нашей компании в интернете к понедельнику, чтобы понять направления для улучшения имиджа. Попрошу заняться этим Петра Жукова.",task_create
Разработать концепцию программы лояльности для постоянных клиентов в срок до 1 апреля. Исполнитель – Ольга Смирнова.,task_create
Мы планируем провести email-рассылку с акцией для привлечения новых клиентов. Нужны варианты текстов писем к понедельнику. Поручаю это Василию Логинову.,task_create
Провести анализ потребностей нашей целевой аудитории и подготовить рекомендации по оптимизации ассортимента к 10 мая. Ответственная – Анна Петрова.,task_create
Нам нужно спланировать создание контент-плана на летний период к следующей планерке. Поручаю это задание Юлии Волковой.,task_create
Ивану Петрову нужно проанализировать результаты маркетинговых инвестиций за прошлый квартал и подготовить рекомендации к понедельнику.,task_create
Мы планируем провести рекламную кампанию в интернете. Попрошу Марию Сидорову разработать медиа-план и предложить варианты размещения ко вторнику.,task_create
Алексею Орлову нужно спланировать нашу работу по созданию аккаунтов компании в социальных сетях на следующий месяц к пятнице.,task_create
Ольга Жукова должна проанализировать ассортимент конкурентов и внести предложения по оптимизации нашего ассортимента к следующей планерке.,task_create
Петру Лебедеву поручаю подготовить предложения по продвижению новой услуги для клиентов к 1 апреля.,task_create
"Анна Кузнецова, разработайте анкету для исследования потребителей и представьте варианты опросника завтра.",task_create
"Сергей Попов, вам нужно спланировать участие нашей компании в отраслевой конференции к 10 мая.",task_create
Юлии Соколовой поручаю провести конкурентный анализ и предложить способы улучшения имиджа нашего бренда к понедельнику.,task_create
"Виктор Романов, подготовьте отчет о проделанной работе по оптимизации сайта за месяц к следующей планерке.",task_create
Елене Савельевой нужно разработать воронку продаж для нашего интернет-магазина к 1 июня.,task_create
Попросить Ивана Иванова подготовить макет баннера к 1 марта.,task_create
Напомнить Маше завтра в 10 утра переделать логотип для нового клиента.,task_create
Сергей должен предоставить 3 варианта дизайна упаковки до конца этой недели.,task_create
"Петр, требуется верстка лендинга в течение 2 дней после утверждения макета.",task_create
"Олег, нужны эскизы интерьера офиса к понедельнику.",task_create
"Анна, пожалуйста, разработай несколько вариантов баннера ко Дню рождения компании ко 2 апреля.",task_create
"Максим, требуется дизайн новогодних открыток к 15 декабря.",task_create
Напомнить Кате завтра приступить к разработке фирменного стиля для нового ресторана.,task_create
Попросить Свету переделать презентацию к пятнице.,task_create
Игорь должен предоставить эскиз полиграфии для буклета ко вторнику.,task_create
Нужны от Нади 3D модели упаковки к 27 числу.,task_create
"Дима, требуется доработка дизайна сайта после согласования с клиентом к концу следующей недели.",task_create
"Олеся, разработай несколько вариантов логотипа для нового бренда ко 2 марта.",task_create
Попросить Виталия верстать каталог до 20 декабря.,task_create
"Юрий, нужен ребрендинг в течение месяца после подписания договора.",task_create
Напомнить Лене предоставить дизайн этикетки к понедельнику.,task_create
"Татьяна, требуется визуализация дизайна витрины магазина ко Дню рождения компании 5 мая.",task_create
Попросить Алексея разработать несколько вариантов логотипа компании в течение недели.,task_create
Нужно от Веры предоставить эскиз полиграфии для открыток к 8 марта.,task_create
"Сергей, разработай дизайн упаковки к 18 февраля.",task_create
"Михаил, нужно подготовить презентацию для pitches клиентов к понедельнику.",task_create
"Олег, требуется визуализация макета офиса ко вторнику.",task_create
Антон должен сверстать буклет о новых услугах компании до конца этой недели.,task_create
Напомнить Ирине предоставить эскизы дизайна сайта завтра к 10 утра.,task_create
Попросить Никиту разработать фирменный стиль для ресторана к 1 апреля.,task_create
Требуется от Сергея презентация с вариантами логотипа к встрече в пятницу.,task_create
"Наташа, нужна визуализация упаковки к понедельнику 27 марта.",task_create
Петр должен подготовить mockup сайта после утверждения концепции до 10 апреля.,task_create
"Елена, разработай несколько вариантов баннера ко Дню компании к 5 июня.",task_create
Попросить Василия к 1 мая проработать бриф и предоставить концепцию дизайна мобильного приложения.,task_create
Олеся должна подготовить макет для билборда этой неделей к пятнице.,task_create
Требуется от Ивана презентация нескольких вариантов логотипа ко вторнику 21 февраля.,task_create
Напомнить Марине переделать баннеры для социальных сетей завтра.,task_create
Александр должен разработать дизайн этикеток для новой продукции к 1 марта.,task_create
"Катя, нужно подготовить moodboard для новой фотосессии к понедельнику 30 января.",task_create
Попросить Свету сверстать каталог к 27 февраля после утверждения макета.,task_create
Требуется от Артёма эскизы айдентики бренда одежды ко вторнику 7 марта.,task_create
Денис должен подготовить прототип сайта после согласования ТЗ к 10 марта.,task_create
Напомнить Лизе обновить презентацию с последними кейсами к встрече завтра в 11.,task_create
"Петр, нужно разработать несколько вариантов брендбука для нового проекта к 1 апреля.",task_create
Попросить Машу предоставить несколько вариантов логотипа завтра к 15:00.,task_create
Требуется от Олега верстка буклета о новом продукте до конца рабочего дня среды.,task_create
Напомнить Антону приступить к разработке дизайна упаковки после обеда.,task_create
Иван должен подготовить мультимедийную презентацию к питчу заказчика в понедельник к 09:30.,task_create
Никите нужно разработать фирменный стиль ресторана ко 2 апреля к 12:00.,task_create
Попросить Катю сделать нарезку фотографий для инстаграм до обеда.,task_create
"Сергей, требуется визуализация дизайна салона к пятнице к 18:00.",task_create
Напомнить Лене об утверждении макета журнала завтра до 12:00.,task_create
Петр должен сверстать одностраничный сайт в течение 3 рабочих дней после получения текстов.,task_create
"Аня, нужно подготовить прототип приложения ко встрече с заказчиком в четверг к 15:00.",task_create
Требуется от Саши защита логотипа для стартапа послезавтра к 13:00.,task_create
Олеся должна предоставить эскизы сувенирной продукции завтра к 11:00.,task_create
Попросить Диму разработать несколько вариантов баннера к 1 мая к 10:00 утра.,task_create
Напомнить Виктору о встрече по ребрендингу компании послезавтра в 15:30.,task_create
Мише нужно подготовить moodboard для фотосессии домашней одежды к понедельнику к 14:00.,task_create
Требуется от Тани предоставить дизайн-концепцию сайта до конца дня в четверг.,task_create
Попросить Свету переделать презентацию с учётом правок к завтрашней встрече к 09:00.,task_create
Виталий должен верстать журнал до вечера понедельника.,task_create
Напомнить Денису о техническом задании на разработку чата-бота завтра до обеда.,task_create
"Артём, нужно подготовить дизайн-проект магазина к пятнице к 17:00.",task_create
Подготовить посты и визуалы для социальных сетей на эту неделю к понедельнику в 10:00.,task_create
Написать сценарий для новогоднего видео до 1 декабря.,task_create
Провести фотосессию новой коллекции и подготовить посты к запуску до 15 сентября.,task_create
Организовать прямой эфир с блогером в течение месяца после подписания договора.,task_create
Разработать визуалы и тексты для проведения конкурса в Instagram к 8 марта.,task_create
Подготовить отчет по продвижению за квартал к 10 числу следующего месяца.,task_create
Провести SMM-аудит конкурентов и подготовить аналитическую записку к 1 февраля.,task_create
Организовать тестирование нового продукта блогерами до конца месяца.,task_create
Подобрать 10 лидеров мнений для продвижения услуги ко Дню предпринимателя.,task_create
Создать TikTok аккаунт компании и настроить регулярный постинг контента к 1 апреля.,task_create
Протестировать новый формат постов в сторис и дать рекомендации к понедельнику.,task_create
Написать тексты постов для нового паблика на месяц вперед к 10 числу.,task_create
Обновить контент-план на квартал с учетом новых продуктов ко вторнику.,task_create
Собрать обратную связь о качестве подписки бренда и дать рекомендации к пятнице.,task_create
Подготовить план расширения охвата аудитории в социальных сетях на следующий год к 1 декабря.,task_create
Провести вебинар для подписчиков по использованию новинки до 20 декабря.,task_create
Разработать концепции летней фотосессии к 1 марта для постинга в апреле-мае.,task_create
Организовать тестирование еще 2 новых продуктов с привлечением блогеров в течение месяца.,task_create
Продумать идеи для еженедельного рубрик в Инстаграм на 2 месяца вперед к понедельнику.,task_create
Подготовить предложения по улучшению имиджа бренда в соцсетях ко встрече в четверг.,task_create
Разработать сценарии для 5 видеороликов о новом сервисе ко 2 марта.,task_create
Организовать фотосет осенней одежды с блогерами до 20 сентября.,task_create
Провести опрос подписчиков о новой упаковке и проанализировать данные к 10 октября.,task_create
Подготовить тексты для email-рассылки партнерам ко Дню маркетолога к 9 сентября.,task_create
Спланировать 12 прямых эфиров с экспертами в Инстаграм на квартал ко 2 января.,task_create
Разработать концепцию флешмоба к Чемпионату мира по футболу к 1 апреля.,task_create
Подготовить план продвижения новой услуги в соцсетях на полгода ко 2 мая.,task_create
Провести конкурс репостов с weekly-призами во Вконтакте в течение месяца после старта 1 июня.,task_create
Организовать промо 5 товаров с привлечением лидеров мнений до 1 августа.,task_create
Разработать cool-гайд для SMM новичков ко Дню рождения агентства 5 мая.,task_create
Спланировать создание 7 тематических пабликов в ВК к 1 марта.,task_create
